,Team,Year,Game_num,Date,Away_flag,Opponent,OT_flag
6360,San Antonio Spurs,2018,85,"Thu, Apr 18, 2019",,Denver Nuggets,
6361,San Antonio Spurs,2018,86,"Sat, Apr 20, 2019",,Denver Nuggets,
6362,San Antonio Spurs,2018,87,"Tue, Apr 23, 2019",@,Denver Nuggets,
6363,San Antonio Spurs,2018,88,"Thu, Apr 25, 2019",,Denver Nuggets,
6364,San Antonio Spurs,2018,89,"Sat, Apr 27, 2019",@,Denver Nuggets,
6365,San Antonio Spurs,2019,1,"Wed, Oct 23, 2019",,New York Knicks,
6366,San Antonio Spurs,2019,2,"Sat, Oct 26, 2019",,Washington Wizards,
6367,San Antonio Spurs,2019,3,"Mon, Oct 28, 2019",,Portland Trail Blazers,
6368,San Antonio Spurs,2019,4,"Thu, Oct 31, 2019",@,Los Angeles Clippers,
6369,San Antonio Spurs,2019,5,"Fri, Nov 1, 2019",@,Golden State Warriors,
6370,San Antonio Spurs,2019,6,"Sun, Nov 3, 2019",,Los Angeles Lakers,
6371,San Antonio Spurs,2019,7,"Tue, Nov 5, 2019",@,Atlanta Hawks,
6372,San Antonio Spurs,2019,8,"Thu, Nov 7, 2019",,Oklahoma City Thunder,
6373,San Antonio Spurs,2019,9,"Sat, Nov 9, 2019",,Boston Celtics,
6374,San Antonio Spurs,2019,10,"Mon, Nov 11, 2019",,Memphis Grizzlies,
6375,San Antonio Spurs,2019,11,"Wed, Nov 13, 2019",@,Minnesota Timberwolves,
6376,San Antonio Spurs,2019,12,"Fri, Nov 15, 2019",@,Orlando Magic,
6377,San Antonio Spurs,2019,13,"Sat, Nov 16, 2019",,Portland Trail Blazers,
6378,San Antonio Spurs,2019,14,"Mon, Nov 18, 2019",@,Dallas Mavericks,
6379,San Antonio Spurs,2019,15,"Wed, Nov 20, 2019",@,Washington Wizards,
6380,San Antonio Spurs,2019,16,"Fri, Nov 22, 2019",@,Philadelphia 76ers,
6381,San Antonio Spurs,2019,17,"Sat, Nov 23, 2019",@,New York Knicks,
6382,San Antonio Spurs,2019,18,"Mon, Nov 25, 2019",,Los Angeles Lakers,
6383,San Antonio Spurs,2019,19,"Wed, Nov 27, 2019",,Minnesota Timberwolves,
6384,San Antonio Spurs,2019,20,"Fri, Nov 29, 2019",,Los Angeles Clippers,
6385,San Antonio Spurs,2019,21,"Sun, Dec 1, 2019",@,Detroit Pistons,
6386,San Antonio Spurs,2019,22,"Tue, Dec 3, 2019",,Houston Rockets,2OT
6387,San Antonio Spurs,2019,23,"Fri, Dec 6, 2019",,Sacramento Kings,OT
6388,San Antonio Spurs,2019,24,"Thu, Dec 12, 2019",,Cleveland Cavaliers,OT
6389,San Antonio Spurs,2019,25,"Sat, Dec 14, 2019",@,Phoenix Suns,OT
6390,San Antonio Spurs,2019,26,"Mon, Dec 16, 2019",@,Houston Rockets,
6391,San Antonio Spurs,2019,27,"Thu, Dec 19, 2019",,Brooklyn Nets,
6392,San Antonio Spurs,2019,28,"Sat, Dec 21, 2019",,Los Angeles Clippers,
6393,San Antonio Spurs,2019,29,"Mon, Dec 23, 2019",@,Memphis Grizzlies,
6394,San Antonio Spurs,2019,30,"Thu, Dec 26, 2019",@,Dallas Mavericks,
6395,San Antonio Spurs,2019,31,"Sat, Dec 28, 2019",,Detroit Pistons,
6396,San Antonio Spurs,2019,32,"Tue, Dec 31, 2019",,Golden State Warriors,OT
6397,San Antonio Spurs,2019,33,"Thu, Jan 2, 2020",,Oklahoma City Thunder,
6398,San Antonio Spurs,2019,34,"Sat, Jan 4, 2020",@,Milwaukee Bucks,
6399,San Antonio Spurs,2019,35,"Mon, Jan 6, 2020",,Milwaukee Bucks,
6400,San Antonio Spurs,2019,36,"Wed, Jan 8, 2020",@,Boston Celtics,
6401,San Antonio Spurs,2019,37,"Fri, Jan 10, 2020",@,Memphis Grizzlies,
6402,San Antonio Spurs,2019,38,"Sun, Jan 12, 2020",@,Toronto Raptors,
6403,San Antonio Spurs,2019,39,"Wed, Jan 15, 2020",@,Miami Heat,
6404,San Antonio Spurs,2019,40,"Fri, Jan 17, 2020",,Atlanta Hawks,
6405,San Antonio Spurs,2019,41,"Sun, Jan 19, 2020",,Miami Heat,
6406,San Antonio Spurs,2019,42,"Mon, Jan 20, 2020",@,Phoenix Suns,
6407,San Antonio Spurs,2019,43,"Wed, Jan 22, 2020",@,New Orleans Pelicans,
6408,San Antonio Spurs,2019,44,"Fri, Jan 24, 2020",,Phoenix Suns,
6409,San Antonio Spurs,2019,45,"Sun, Jan 26, 2020",,Toronto Raptors,
6410,San Antonio Spurs,2019,46,"Mon, Jan 27, 2020",@,Chicago Bulls,
6411,San Antonio Spurs,2019,47,"Wed, Jan 29, 2020",,Utah Jazz,
6412,San Antonio Spurs,2019,48,"Sat, Feb 1, 2020",,Charlotte Hornets,
6413,San Antonio Spurs,2019,49,"Mon, Feb 3, 2020",@,Los Angeles Clippers,
6414,San Antonio Spurs,2019,50,"Tue, Feb 4, 2020",@,Los Angeles Lakers,
6415,San Antonio Spurs,2019,51,"Thu, Feb 6, 2020",@,Portland Trail Blazers,
6416,San Antonio Spurs,2019,52,"Sat, Feb 8, 2020",@,Sacramento Kings,
6417,San Antonio Spurs,2019,53,"Mon, Feb 10, 2020",@,Denver Nuggets,
6418,San Antonio Spurs,2019,54,"Tue, Feb 11, 2020",@,Oklahoma City Thunder,
6419,San Antonio Spurs,2019,55,"Fri, Feb 21, 2020",@,Utah Jazz,
6420,San Antonio Spurs,2019,56,"Sun, Feb 23, 2020",@,Oklahoma City Thunder,
6421,San Antonio Spurs,2019,57,"Wed, Feb 26, 2020",,Dallas Mavericks,
6422,San Antonio Spurs,2019,58,"Sat, Feb 29, 2020",,Orlando Magic,
6423,San Antonio Spurs,2019,59,"Mon, Mar 2, 2020",,Indiana Pacers,
6424,San Antonio Spurs,2019,60,"Tue, Mar 3, 2020",@,Charlotte Hornets,
6425,San Antonio Spurs,2019,61,"Fri, Mar 6, 2020",@,Brooklyn Nets,
6426,San Antonio Spurs,2019,62,"Sun, Mar 8, 2020",@,Cleveland Cavaliers,OT
6427,San Antonio Spurs,2019,63,"Tue, Mar 10, 2020",,Dallas Mavericks,
6428,San Antonio Spurs,2019,64,"Fri, Jul 31, 2020",,Sacramento Kings,
6429,San Antonio Spurs,2019,65,"Sun, Aug 2, 2020",@,Memphis Grizzlies,
6430,San Antonio Spurs,2019,66,"Mon, Aug 3, 2020",@,Philadelphia 76ers,
6431,San Antonio Spurs,2019,67,"Wed, Aug 5, 2020",,Denver Nuggets,
6432,San Antonio Spurs,2019,68,"Fri, Aug 7, 2020",,Utah Jazz,
6433,San Antonio Spurs,2019,69,"Sun, Aug 9, 2020",@,New Orleans Pelicans,
6434,San Antonio Spurs,2019,70,"Tue, Aug 11, 2020",,Houston Rockets,
6435,San Antonio Spurs,2019,71,"Thu, Aug 13, 2020",@,Utah Jazz,
6436,San Antonio Spurs,2020,1,"Wed, Dec 23, 2020",@,Memphis Grizzlies,
6437,San Antonio Spurs,2020,2,"Sat, Dec 26, 2020",,Toronto Raptors,
6438,San Antonio Spurs,2020,3,"Sun, Dec 27, 2020",@,New Orleans Pelicans,
6439,San Antonio Spurs,2020,4,"Wed, Dec 30, 2020",,Los Angeles Lakers,
6440,San Antonio Spurs,2020,5,"Fri, Jan 1, 2021",,Los Angeles Lakers,
6441,San Antonio Spurs,2020,6,"Sun, Jan 3, 2021",,Utah Jazz,
6442,San Antonio Spurs,2020,7,"Tue, Jan 5, 2021",@,Los Angeles Clippers,
6443,San Antonio Spurs,2020,8,"Thu, Jan 7, 2021",@,Los Angeles Lakers,
6444,San Antonio Spurs,2020,9,"Sat, Jan 9, 2021",@,Minnesota Timberwolves,OT
6445,San Antonio Spurs,2020,10,"Sun, Jan 10, 2021",@,Minnesota Timberwolves,
6446,San Antonio Spurs,2020,11,"Tue, Jan 12, 2021",@,Oklahoma City Thunder,
6447,San Antonio Spurs,2020,12,"Thu, Jan 14, 2021",,Houston Rockets,
6448,San Antonio Spurs,2020,13,"Sat, Jan 16, 2021",,Houston Rockets,
6449,San Antonio Spurs,2020,14,"Mon, Jan 18, 2021",@,Portland Trail Blazers,
6450,San Antonio Spurs,2020,15,"Wed, Jan 20, 2021",@,Golden State Warriors,
6451,San Antonio Spurs,2020,16,"Fri, Jan 22, 2021",,Dallas Mavericks,
6452,San Antonio Spurs,2020,17,"Sun, Jan 24, 2021",,Washington Wizards,
6453,San Antonio Spurs,2020,18,"Wed, Jan 27, 2021",,Boston Celtics,
6454,San Antonio Spurs,2020,19,"Fri, Jan 29, 2021",,Denver Nuggets,
6455,San Antonio Spurs,2020,20,"Sat, Jan 30, 2021",,Memphis Grizzlies,
6456,San Antonio Spurs,2020,21,"Mon, Feb 1, 2021",,Memphis Grizzlies,
6457,San Antonio Spurs,2020,22,"Wed, Feb 3, 2021",,Minnesota Timberwolves,
6458,San Antonio Spurs,2020,23,"Sat, Feb 6, 2021",@,Houston Rockets,
6459,San Antonio Spurs,2020,24,"Mon, Feb 8, 2021",,Golden State Warriors,
6460,San Antonio Spurs,2020,25,"Tue, Feb 9, 2021",,Golden State Warriors,
6461,San Antonio Spurs,2020,26,"Fri, Feb 12, 2021",@,Atlanta Hawks,
6462,San Antonio Spurs,2020,27,"Sun, Feb 14, 2021",@,Charlotte Hornets,
6463,San Antonio Spurs,2020,28,"Wed, Feb 24, 2021",@,Oklahoma City Thunder,
6464,San Antonio Spurs,2020,29,"Sat, Feb 27, 2021",,New Orleans Pelicans,
6465,San Antonio Spurs,2020,30,"Mon, Mar 1, 2021",,Brooklyn Nets,OT
6466,San Antonio Spurs,2020,31,"Tue, Mar 2, 2021",,New York Knicks,
6467,San Antonio Spurs,2020,32,"Thu, Mar 4, 2021",,Oklahoma City Thunder,
6468,San Antonio Spurs,2020,33,"Wed, Mar 10, 2021",@,Dallas Mavericks,
6469,San Antonio Spurs,2020,34,"Fri, Mar 12, 2021",,Orlando Magic,
6470,San Antonio Spurs,2020,35,"Sun, Mar 14, 2021",@,Philadelphia 76ers,
6471,San Antonio Spurs,2020,36,"Mon, Mar 15, 2021",@,Detroit Pistons,
6472,San Antonio Spurs,2020,37,"Wed, Mar 17, 2021",@,Chicago Bulls,
6473,San Antonio Spurs,2020,38,"Fri, Mar 19, 2021",@,Cleveland Cavaliers,
6474,San Antonio Spurs,2020,39,"Sat, Mar 20, 2021",@,Milwaukee Bucks,
6475,San Antonio Spurs,2020,40,"Mon, Mar 22, 2021",,Charlotte Hornets,
6476,San Antonio Spurs,2020,41,"Wed, Mar 24, 2021",,Los Angeles Clippers,
6477,San Antonio Spurs,2020,42,"Thu, Mar 25, 2021",,Los Angeles Clippers,
6478,San Antonio Spurs,2020,43,"Sat, Mar 27, 2021",,Chicago Bulls,
6479,San Antonio Spurs,2020,44,"Mon, Mar 29, 2021",,Sacramento Kings,
6480,San Antonio Spurs,2020,45,"Wed, Mar 31, 2021",,Sacramento Kings,
6481,San Antonio Spurs,2020,46,"Thu, Apr 1, 2021",,Atlanta Hawks,2OT
6482,San Antonio Spurs,2020,47,"Sat, Apr 3, 2021",,Indiana Pacers,OT
6483,San Antonio Spurs,2020,48,"Mon, Apr 5, 2021",,Cleveland Cavaliers,
6484,San Antonio Spurs,2020,49,"Wed, Apr 7, 2021",@,Denver Nuggets,
6485,San Antonio Spurs,2020,50,"Fri, Apr 9, 2021",@,Denver Nuggets,
6486,San Antonio Spurs,2020,51,"Sun, Apr 11, 2021",@,Dallas Mavericks,
6487,San Antonio Spurs,2020,52,"Mon, Apr 12, 2021",@,Orlando Magic,
6488,San Antonio Spurs,2020,53,"Wed, Apr 14, 2021",@,Toronto Raptors,
6489,San Antonio Spurs,2020,54,"Fri, Apr 16, 2021",,Portland Trail Blazers,
6490,San Antonio Spurs,2020,55,"Sat, Apr 17, 2021",@,Phoenix Suns,
6491,San Antonio Spurs,2020,56,"Mon, Apr 19, 2021",@,Indiana Pacers,
6492,San Antonio Spurs,2020,57,"Wed, Apr 21, 2021",,Miami Heat,
6493,San Antonio Spurs,2020,58,"Thu, Apr 22, 2021",,Detroit Pistons,
6494,San Antonio Spurs,2020,59,"Sat, Apr 24, 2021",@,New Orleans Pelicans,
6495,San Antonio Spurs,2020,60,"Mon, Apr 26, 2021",@,Washington Wizards,OT
6496,San Antonio Spurs,2020,61,"Wed, Apr 28, 2021",@,Miami Heat,
6497,San Antonio Spurs,2020,62,"Fri, Apr 30, 2021",@,Boston Celtics,OT
6498,San Antonio Spurs,2020,63,"Sun, May 2, 2021",,Philadelphia 76ers,OT
6499,San Antonio Spurs,2020,64,"Mon, May 3, 2021",@,Utah Jazz,
6500,San Antonio Spurs,2020,65,"Wed, May 5, 2021",@,Utah Jazz,
6501,San Antonio Spurs,2020,66,"Fri, May 7, 2021",@,Sacramento Kings,
6502,San Antonio Spurs,2020,67,"Sat, May 8, 2021",@,Portland Trail Blazers,
6503,San Antonio Spurs,2020,68,"Mon, May 10, 2021",,Milwaukee Bucks,
6504,San Antonio Spurs,2020,69,"Wed, May 12, 2021",@,Brooklyn Nets,
6505,San Antonio Spurs,2020,70,"Thu, May 13, 2021",@,New York Knicks,
6506,San Antonio Spurs,2020,71,"Sat, May 15, 2021",,Phoenix Suns,
6507,San Antonio Spurs,2020,72,"Sun, May 16, 2021",,Phoenix Suns,
6508,San Antonio Spurs,2020,73,"Wed, May 19, 2021",@,Memphis Grizzlies,
6509,Toronto Raptors,2018,1,"Wed, Oct 17, 2018",,Cleveland Cavaliers,
6510,Toronto Raptors,2018,2,"Fri, Oct 19, 2018",,Boston Celtics,
6511,Toronto Raptors,2018,3,"Sat, Oct 20, 2018",@,Washington Wizards,
6512,Toronto Raptors,2018,4,"Mon, Oct 22, 2018",,Charlotte Hornets,
6513,Toronto Raptors,2018,5,"Wed, Oct 24, 2018",,Minnesota Timberwolves,
6514,Toronto Raptors,2018,6,"Fri, Oct 26, 2018",,Dallas Mavericks,
6515,Toronto Raptors,2018,7,"Mon, Oct 29, 2018",@,Milwaukee Bucks,
6516,Toronto Raptors,2018,8,"Tue, Oct 30, 2018",,Philadelphia 76ers,
6517,Toronto Raptors,2018,9,"Fri, Nov 2, 2018",@,Phoenix Suns,
6518,Toronto Raptors,2018,10,"Sun, Nov 4, 2018",@,Los Angeles Lakers,
6519,Toronto Raptors,2018,11,"Mon, Nov 5, 2018",@,Utah Jazz,
6520,Toronto Raptors,2018,12,"Wed, Nov 7, 2018",@,Sacramento Kings,
6521,Toronto Raptors,2018,13,"Sat, Nov 10, 2018",,New York Knicks,
6522,Toronto Raptors,2018,14,"Mon, Nov 12, 2018",,New Orleans Pelicans,
6523,Toronto Raptors,2018,15,"Wed, Nov 14, 2018",,Detroit Pistons,
6524,Toronto Raptors,2018,16,"Fri, Nov 16, 2018",@,Boston Celtics,OT
6525,Toronto Raptors,2018,17,"Sat, Nov 17, 2018",@,Chicago Bulls,
6526,Toronto Raptors,2018,18,"Tue, Nov 20, 2018",@,Orlando Magic,
6527,Toronto Raptors,2018,19,"Wed, Nov 21, 2018",@,Atlanta Hawks,
6528,Toronto Raptors,2018,20,"Fri, Nov 23, 2018",,Washington Wizards,
6529,Toronto Raptors,2018,21,"Sun, Nov 25, 2018",,Miami Heat,
6530,Toronto Raptors,2018,22,"Tue, Nov 27, 2018",@,Memphis Grizzlies,
6531,Toronto Raptors,2018,23,"Thu, Nov 29, 2018",,Golden State Warriors,OT
6532,Toronto Raptors,2018,24,"Sat, Dec 1, 2018",@,Cleveland Cavaliers,
6533,Toronto Raptors,2018,25,"Mon, Dec 3, 2018",,Denver Nuggets,
6534,Toronto Raptors,2018,26,"Wed, Dec 5, 2018",,Philadelphia 76ers,
6535,Toronto Raptors,2018,27,"Fri, Dec 7, 2018",@,Brooklyn Nets,OT
6536,Toronto Raptors,2018,28,"Sun, Dec 9, 2018",,Milwaukee Bucks,
6537,Toronto Raptors,2018,29,"Tue, Dec 11, 2018",@,Los Angeles Clippers,
6538,Toronto Raptors,2018,30,"Wed, Dec 12, 2018",@,Golden State Warriors,
6539,Toronto Raptors,2018,31,"Fri, Dec 14, 2018",@,Portland Trail Blazers,
6540,Toronto Raptors,2018,32,"Sun, Dec 16, 2018",@,Denver Nuggets,
6541,Toronto Raptors,2018,33,"Wed, Dec 19, 2018",,Indiana Pacers,
6542,Toronto Raptors,2018,34,"Fri, Dec 21, 2018",,Cleveland Cavaliers,
6543,Toronto Raptors,2018,35,"Sat, Dec 22, 2018",@,Philadelphia 76ers,
6544,Toronto Raptors,2018,36,"Wed, Dec 26, 2018",@,Miami Heat,
6545,Toronto Raptors,2018,37,"Fri, Dec 28, 2018",@,Orlando Magic,
6546,Toronto Raptors,2018,38,"Sun, Dec 30, 2018",,Chicago Bulls,
6547,Toronto Raptors,2018,39,"Tue, Jan 1, 2019",,Utah Jazz,
6548,Toronto Raptors,2018,40,"Thu, Jan 3, 2019",@,San Antonio Spurs,
6549,Toronto Raptors,2018,41,"Sat, Jan 5, 2019",@,Milwaukee Bucks,
6550,Toronto Raptors,2018,42,"Sun, Jan 6, 2019",,Indiana Pacers,
6551,Toronto Raptors,2018,43,"Tue, Jan 8, 2019",,Atlanta Hawks,
6552,Toronto Raptors,2018,44,"Fri, Jan 11, 2019",,Brooklyn Nets,
6553,Toronto Raptors,2018,45,"Sun, Jan 13, 2019",@,Washington Wizards,2OT
6554,Toronto Raptors,2018,46,"Wed, Jan 16, 2019",@,Boston Celtics,
6555,Toronto Raptors,2018,47,"Thu, Jan 17, 2019",,Phoenix Suns,
6556,Toronto Raptors,2018,48,"Sat, Jan 19, 2019",,Memphis Grizzlies,
6557,Toronto Raptors,2018,49,"Tue, Jan 22, 2019",,Sacramento Kings,
6558,Toronto Raptors,2018,50,"Wed, Jan 23, 2019",@,Indiana Pacers,
6559,Toronto Raptors,2018,51,"Fri, Jan 25, 2019",@,Houston Rockets,
6560,Toronto Raptors,2018,52,"Sun, Jan 27, 2019",@,Dallas Mavericks,
6561,Toronto Raptors,2018,53,"Thu, Jan 31, 2019",,Milwaukee Bucks,
6562,Toronto Raptors,2018,54,"Sun, Feb 3, 2019",,Los Angeles Clippers,
6563,Toronto Raptors,2018,55,"Tue, Feb 5, 2019",@,Philadelphia 76ers,
6564,Toronto Raptors,2018,56,"Thu, Feb 7, 2019",@,Atlanta Hawks,
6565,Toronto Raptors,2018,57,"Sat, Feb 9, 2019",@,New York Knicks,
6566,Toronto Raptors,2018,58,"Mon, Feb 11, 2019",,Brooklyn Nets,
6567,Toronto Raptors,2018,59,"Wed, Feb 13, 2019",,Washington Wizards,
6568,Toronto Raptors,2018,60,"Fri, Feb 22, 2019",,San Antonio Spurs,
6569,Toronto Raptors,2018,61,"Sun, Feb 24, 2019",,Orlando Magic,
6570,Toronto Raptors,2018,62,"Tue, Feb 26, 2019",,Boston Celtics,
6571,Toronto Raptors,2018,63,"Fri, Mar 1, 2019",,Portland Trail Blazers,
6572,Toronto Raptors,2018,64,"Sun, Mar 3, 2019",@,Detroit Pistons,OT
6573,Toronto Raptors,2018,65,"Tue, Mar 5, 2019",,Houston Rockets,
6574,Toronto Raptors,2018,66,"Fri, Mar 8, 2019",@,New Orleans Pelicans,
6575,Toronto Raptors,2018,67,"Sun, Mar 10, 2019",@,Miami Heat,
6576,Toronto Raptors,2018,68,"Mon, Mar 11, 2019",@,Cleveland Cavaliers,
6577,Toronto Raptors,2018,69,"Thu, Mar 14, 2019",,Los Angeles Lakers,
6578,Toronto Raptors,2018,70,"Sun, Mar 17, 2019",@,Detroit Pistons,
6579,Toronto Raptors,2018,71,"Mon, Mar 18, 2019",,New York Knicks,
6580,Toronto Raptors,2018,72,"Wed, Mar 20, 2019",@,Oklahoma City Thunder,OT
6581,Toronto Raptors,2018,73,"Fri, Mar 22, 2019",,Oklahoma City Thunder,
6582,Toronto Raptors,2018,74,"Sun, Mar 24, 2019",,Charlotte Hornets,
6583,Toronto Raptors,2018,75,"Tue, Mar 26, 2019",,Chicago Bulls,
6584,Toronto Raptors,2018,76,"Thu, Mar 28, 2019",@,New York Knicks,
6585,Toronto Raptors,2018,77,"Sat, Mar 30, 2019",@,Chicago Bulls,
6586,Toronto Raptors,2018,78,"Mon, Apr 1, 2019",,Orlando Magic,
6587,Toronto Raptors,2018,79,"Wed, Apr 3, 2019",@,Brooklyn Nets,
6588,Toronto Raptors,2018,80,"Fri, Apr 5, 2019",@,Charlotte Hornets,
6589,Toronto Raptors,2018,81,"Sun, Apr 7, 2019",,Miami Heat,OT
6590,Toronto Raptors,2018,82,"Tue, Apr 9, 2019",@,Minnesota Timberwolves,
6591,Toronto Raptors,2018,83,"Sat, Apr 13, 2019",,Orlando Magic,
6592,Toronto Raptors,2018,84,"Tue, Apr 16, 2019",,Orlando Magic,
6593,Toronto Raptors,2018,85,"Fri, Apr 19, 2019",@,Orlando Magic,
6594,Toronto Raptors,2018,86,"Sun, Apr 21, 2019",@,Orlando Magic,
6595,Toronto Raptors,2018,87,"Tue, Apr 23, 2019",,Orlando Magic,
6596,Toronto Raptors,2018,88,"Sat, Apr 27, 2019",,Philadelphia 76ers,
6597,Toronto Raptors,2018,89,"Mon, Apr 29, 2019",,Philadelphia 76ers,
6598,Toronto Raptors,2018,90,"Thu, May 2, 2019",@,Philadelphia 76ers,
6599,Toronto Raptors,2018,91,"Sun, May 5, 2019",@,Philadelphia 76ers,
6600,Toronto Raptors,2018,92,"Tue, May 7, 2019",,Philadelphia 76ers,
6601,Toronto Raptors,2018,93,"Thu, May 9, 2019",@,Philadelphia 76ers,
6602,Toronto Raptors,2018,94,"Sun, May 12, 2019",,Philadelphia 76ers,
6603,Toronto Raptors,2018,95,"Wed, May 15, 2019",@,Milwaukee Bucks,
6604,Toronto Raptors,2018,96,"Fri, May 17, 2019",@,Milwaukee Bucks,
6605,Toronto Raptors,2018,97,"Sun, May 19, 2019",,Milwaukee Bucks,2OT
6606,Toronto Raptors,2018,98,"Tue, May 21, 2019",,Milwaukee Bucks,
6607,Toronto Raptors,2018,99,"Thu, May 23, 2019",@,Milwaukee Bucks,
6608,Toronto Raptors,2018,100,"Sat, May 25, 2019",,Milwaukee Bucks,
6609,Toronto Raptors,2018,101,"Thu, May 30, 2019",,Golden State Warriors,
6610,Toronto Raptors,2018,102,"Sun, Jun 2, 2019",,Golden State Warriors,
6611,Toronto Raptors,2018,103,"Wed, Jun 5, 2019",@,Golden State Warriors,
6612,Toronto Raptors,2018,104,"Fri, Jun 7, 2019",@,Golden State Warriors,
6613,Toronto Raptors,2018,105,"Mon, Jun 10, 2019",,Golden State Warriors,
6614,Toronto Raptors,2018,106,"Thu, Jun 13, 2019",@,Golden State Warriors,
6615,Toronto Raptors,2019,1,"Tue, Oct 22, 2019",,New Orleans Pelicans,OT
6616,Toronto Raptors,2019,2,"Fri, Oct 25, 2019",@,Boston Celtics,
6617,Toronto Raptors,2019,3,"Sat, Oct 26, 2019",@,Chicago Bulls,
6618,Toronto Raptors,2019,4,"Mon, Oct 28, 2019",,Orlando Magic,
6619,Toronto Raptors,2019,5,"Wed, Oct 30, 2019",,Detroit Pistons,
6620,Toronto Raptors,2019,6,"Sat, Nov 2, 2019",@,Milwaukee Bucks,
6621,Toronto Raptors,2019,7,"Wed, Nov 6, 2019",,Sacramento Kings,
6622,Toronto Raptors,2019,8,"Fri, Nov 8, 2019",@,New Orleans Pelicans,
6623,Toronto Raptors,2019,9,"Sun, Nov 10, 2019",@,Los Angeles Lakers,
6624,Toronto Raptors,2019,10,"Mon, Nov 11, 2019",@,Los Angeles Clippers,
6625,Toronto Raptors,2019,11,"Wed, Nov 13, 2019",@,Portland Trail Blazers,
6626,Toronto Raptors,2019,12,"Sat, Nov 16, 2019",@,Dallas Mavericks,
6627,Toronto Raptors,2019,13,"Mon, Nov 18, 2019",,Charlotte Hornets,
6628,Toronto Raptors,2019,14,"Wed, Nov 20, 2019",,Orlando Magic,
6629,Toronto Raptors,2019,15,"Sat, Nov 23, 2019",@,Atlanta Hawks,
6630,Toronto Raptors,2019,16,"Mon, Nov 25, 2019",,Philadelphia 76ers,
6631,Toronto Raptors,2019,17,"Wed, Nov 27, 2019",,New York Knicks,
6632,Toronto Raptors,2019,18,"Fri, Nov 29, 2019",@,Orlando Magic,
6633,Toronto Raptors,2019,19,"Sun, Dec 1, 2019",,Utah Jazz,
6634,Toronto Raptors,2019,20,"Tue, Dec 3, 2019",,Miami Heat,OT
6635,Toronto Raptors,2019,21,"Thu, Dec 5, 2019",,Houston Rockets,
6636,Toronto Raptors,2019,22,"Sun, Dec 8, 2019",@,Philadelphia 76ers,
6637,Toronto Raptors,2019,23,"Mon, Dec 9, 2019",@,Chicago Bulls,
6638,Toronto Raptors,2019,24,"Wed, Dec 11, 2019",,Los Angeles Clippers,
6639,Toronto Raptors,2019,25,"Sat, Dec 14, 2019",,Brooklyn Nets,
6640,Toronto Raptors,2019,26,"Mon, Dec 16, 2019",,Cleveland Cavaliers,
6641,Toronto Raptors,2019,27,"Wed, Dec 18, 2019",@,Detroit Pistons,
6642,Toronto Raptors,2019,28,"Fri, Dec 20, 2019",,Washington Wizards,
6643,Toronto Raptors,2019,29,"Sun, Dec 22, 2019",,Dallas Mavericks,
6644,Toronto Raptors,2019,30,"Mon, Dec 23, 2019",@,Indiana Pacers,OT
6645,Toronto Raptors,2019,31,"Wed, Dec 25, 2019",,Boston Celtics,
6646,Toronto Raptors,2019,32,"Sat, Dec 28, 2019",@,Boston Celtics,
6647,Toronto Raptors,2019,33,"Sun, Dec 29, 2019",,Oklahoma City Thunder,
6648,Toronto Raptors,2019,34,"Tue, Dec 31, 2019",,Cleveland Cavaliers,
6649,Toronto Raptors,2019,35,"Thu, Jan 2, 2020",@,Miami Heat,
6650,Toronto Raptors,2019,36,"Sat, Jan 4, 2020",@,Brooklyn Nets,
6651,Toronto Raptors,2019,37,"Tue, Jan 7, 2020",,Portland Trail Blazers,
6652,Toronto Raptors,2019,38,"Wed, Jan 8, 2020",@,Charlotte Hornets,OT
6653,Toronto Raptors,2019,39,"Sun, Jan 12, 2020",,San Antonio Spurs,
6654,Toronto Raptors,2019,40,"Wed, Jan 15, 2020",@,Oklahoma City Thunder,
6655,Toronto Raptors,2019,41,"Fri, Jan 17, 2020",,Washington Wizards,
6656,Toronto Raptors,2019,42,"Sat, Jan 18, 2020",@,Minnesota Timberwolves,
6657,Toronto Raptors,2019,43,"Mon, Jan 20, 2020",@,Atlanta Hawks,
6658,Toronto Raptors,2019,44,"Wed, Jan 22, 2020",,Philadelphia 76ers,
6659,Toronto Raptors,2019,45,"Fri, Jan 24, 2020",@,New York Knicks,
6660,Toronto Raptors,2019,46,"Sun, Jan 26, 2020",@,San Antonio Spurs,
6661,Toronto Raptors,2019,47,"Tue, Jan 28, 2020",,Atlanta Hawks,
6662,Toronto Raptors,2019,48,"Thu, Jan 30, 2020",@,Cleveland Cavaliers,
6663,Toronto Raptors,2019,49,"Fri, Jan 31, 2020",@,Detroit Pistons,
6664,Toronto Raptors,2019,50,"Sun, Feb 2, 2020",,Chicago Bulls,
6665,Toronto Raptors,2019,51,"Wed, Feb 5, 2020",,Indiana Pacers,
6666,Toronto Raptors,2019,52,"Fri, Feb 7, 2020",@,Indiana Pacers,
6667,Toronto Raptors,2019,53,"Sat, Feb 8, 2020",,Brooklyn Nets,
6668,Toronto Raptors,2019,54,"Mon, Feb 10, 2020",,Minnesota Timberwolves,
6669,Toronto Raptors,2019,55,"Wed, Feb 12, 2020",@,Brooklyn Nets,
6670,Toronto Raptors,2019,56,"Fri, Feb 21, 2020",,Phoenix Suns,
6671,Toronto Raptors,2019,57,"Sun, Feb 23, 2020",,Indiana Pacers,
