,Team,Year,Game_num,Date,Away_flag,Opponent,OT_flag
2161,Golden State Warriors,2018,24,"Sat, Dec 1, 2018",@,Detroit Pistons,
2162,Golden State Warriors,2018,25,"Mon, Dec 3, 2018",@,Atlanta Hawks,
2163,Golden State Warriors,2018,26,"Wed, Dec 5, 2018",@,Cleveland Cavaliers,
2164,Golden State Warriors,2018,27,"Fri, Dec 7, 2018",@,Milwaukee Bucks,
2165,Golden State Warriors,2018,28,"Mon, Dec 10, 2018",,Minnesota Timberwolves,
2166,Golden State Warriors,2018,29,"Wed, Dec 12, 2018",,Toronto Raptors,
2167,Golden State Warriors,2018,30,"Fri, Dec 14, 2018",@,Sacramento Kings,
2168,Golden State Warriors,2018,31,"Mon, Dec 17, 2018",,Memphis Grizzlies,
2169,Golden State Warriors,2018,32,"Wed, Dec 19, 2018",@,Utah Jazz,
2170,Golden State Warriors,2018,33,"Sat, Dec 22, 2018",,Dallas Mavericks,
2171,Golden State Warriors,2018,34,"Sun, Dec 23, 2018",,Los Angeles Clippers,
2172,Golden State Warriors,2018,35,"Tue, Dec 25, 2018",,Los Angeles Lakers,
2173,Golden State Warriors,2018,36,"Thu, Dec 27, 2018",,Portland Trail Blazers,OT
2174,Golden State Warriors,2018,37,"Sat, Dec 29, 2018",@,Portland Trail Blazers,
2175,Golden State Warriors,2018,38,"Mon, Dec 31, 2018",@,Phoenix Suns,
2176,Golden State Warriors,2018,39,"Thu, Jan 3, 2019",,Houston Rockets,OT
2177,Golden State Warriors,2018,40,"Sat, Jan 5, 2019",@,Sacramento Kings,
2178,Golden State Warriors,2018,41,"Tue, Jan 8, 2019",,New York Knicks,
2179,Golden State Warriors,2018,42,"Fri, Jan 11, 2019",,Chicago Bulls,
2180,Golden State Warriors,2018,43,"Sun, Jan 13, 2019",@,Dallas Mavericks,
2181,Golden State Warriors,2018,44,"Tue, Jan 15, 2019",@,Denver Nuggets,
2182,Golden State Warriors,2018,45,"Wed, Jan 16, 2019",,New Orleans Pelicans,
2183,Golden State Warriors,2018,46,"Fri, Jan 18, 2019",@,Los Angeles Clippers,
2184,Golden State Warriors,2018,47,"Mon, Jan 21, 2019",@,Los Angeles Lakers,
2185,Golden State Warriors,2018,48,"Thu, Jan 24, 2019",@,Washington Wizards,
2186,Golden State Warriors,2018,49,"Sat, Jan 26, 2019",@,Boston Celtics,
2187,Golden State Warriors,2018,50,"Mon, Jan 28, 2019",@,Indiana Pacers,
2188,Golden State Warriors,2018,51,"Thu, Jan 31, 2019",,Philadelphia 76ers,
2189,Golden State Warriors,2018,52,"Sat, Feb 2, 2019",,Los Angeles Lakers,
2190,Golden State Warriors,2018,53,"Wed, Feb 6, 2019",,San Antonio Spurs,
2191,Golden State Warriors,2018,54,"Fri, Feb 8, 2019",@,Phoenix Suns,
2192,Golden State Warriors,2018,55,"Sun, Feb 10, 2019",,Miami Heat,
2193,Golden State Warriors,2018,56,"Tue, Feb 12, 2019",,Utah Jazz,
2194,Golden State Warriors,2018,57,"Wed, Feb 13, 2019",@,Portland Trail Blazers,
2195,Golden State Warriors,2018,58,"Thu, Feb 21, 2019",,Sacramento Kings,
2196,Golden State Warriors,2018,59,"Sat, Feb 23, 2019",,Houston Rockets,
2197,Golden State Warriors,2018,60,"Mon, Feb 25, 2019",@,Charlotte Hornets,
2198,Golden State Warriors,2018,61,"Wed, Feb 27, 2019",@,Miami Heat,
2199,Golden State Warriors,2018,62,"Thu, Feb 28, 2019",@,Orlando Magic,
2200,Golden State Warriors,2018,63,"Sat, Mar 2, 2019",@,Philadelphia 76ers,
2201,Golden State Warriors,2018,64,"Tue, Mar 5, 2019",,Boston Celtics,
2202,Golden State Warriors,2018,65,"Fri, Mar 8, 2019",,Denver Nuggets,
2203,Golden State Warriors,2018,66,"Sun, Mar 10, 2019",,Phoenix Suns,
2204,Golden State Warriors,2018,67,"Wed, Mar 13, 2019",@,Houston Rockets,
2205,Golden State Warriors,2018,68,"Sat, Mar 16, 2019",@,Oklahoma City Thunder,
2206,Golden State Warriors,2018,69,"Mon, Mar 18, 2019",@,San Antonio Spurs,
2207,Golden State Warriors,2018,70,"Tue, Mar 19, 2019",@,Minnesota Timberwolves,
2208,Golden State Warriors,2018,71,"Thu, Mar 21, 2019",,Indiana Pacers,
2209,Golden State Warriors,2018,72,"Sat, Mar 23, 2019",,Dallas Mavericks,
2210,Golden State Warriors,2018,73,"Sun, Mar 24, 2019",,Detroit Pistons,
2211,Golden State Warriors,2018,74,"Wed, Mar 27, 2019",@,Memphis Grizzlies,
2212,Golden State Warriors,2018,75,"Fri, Mar 29, 2019",@,Minnesota Timberwolves,OT
2213,Golden State Warriors,2018,76,"Sun, Mar 31, 2019",,Charlotte Hornets,
2214,Golden State Warriors,2018,77,"Tue, Apr 2, 2019",,Denver Nuggets,
2215,Golden State Warriors,2018,78,"Thu, Apr 4, 2019",@,Los Angeles Lakers,
2216,Golden State Warriors,2018,79,"Fri, Apr 5, 2019",,Cleveland Cavaliers,
2217,Golden State Warriors,2018,80,"Sun, Apr 7, 2019",,Los Angeles Clippers,
2218,Golden State Warriors,2018,81,"Tue, Apr 9, 2019",@,New Orleans Pelicans,
2219,Golden State Warriors,2018,82,"Wed, Apr 10, 2019",@,Memphis Grizzlies,
2220,Golden State Warriors,2018,83,"Sat, Apr 13, 2019",,Los Angeles Clippers,
2221,Golden State Warriors,2018,84,"Mon, Apr 15, 2019",,Los Angeles Clippers,
2222,Golden State Warriors,2018,85,"Thu, Apr 18, 2019",@,Los Angeles Clippers,
2223,Golden State Warriors,2018,86,"Sun, Apr 21, 2019",@,Los Angeles Clippers,
2224,Golden State Warriors,2018,87,"Wed, Apr 24, 2019",,Los Angeles Clippers,
2225,Golden State Warriors,2018,88,"Fri, Apr 26, 2019",@,Los Angeles Clippers,
2226,Golden State Warriors,2018,89,"Sun, Apr 28, 2019",,Houston Rockets,
2227,Golden State Warriors,2018,90,"Tue, Apr 30, 2019",,Houston Rockets,
2228,Golden State Warriors,2018,91,"Sat, May 4, 2019",@,Houston Rockets,OT
2229,Golden State Warriors,2018,92,"Mon, May 6, 2019",@,Houston Rockets,
2230,Golden State Warriors,2018,93,"Wed, May 8, 2019",,Houston Rockets,
2231,Golden State Warriors,2018,94,"Fri, May 10, 2019",@,Houston Rockets,
2232,Golden State Warriors,2018,95,"Tue, May 14, 2019",,Portland Trail Blazers,
2233,Golden State Warriors,2018,96,"Thu, May 16, 2019",,Portland Trail Blazers,
2234,Golden State Warriors,2018,97,"Sat, May 18, 2019",@,Portland Trail Blazers,
2235,Golden State Warriors,2018,98,"Mon, May 20, 2019",@,Portland Trail Blazers,OT
2236,Golden State Warriors,2018,99,"Thu, May 30, 2019",@,Toronto Raptors,
2237,Golden State Warriors,2018,100,"Sun, Jun 2, 2019",@,Toronto Raptors,
2238,Golden State Warriors,2018,101,"Wed, Jun 5, 2019",,Toronto Raptors,
2239,Golden State Warriors,2018,102,"Fri, Jun 7, 2019",,Toronto Raptors,
2240,Golden State Warriors,2018,103,"Mon, Jun 10, 2019",@,Toronto Raptors,
2241,Golden State Warriors,2018,104,"Thu, Jun 13, 2019",,Toronto Raptors,
2242,Golden State Warriors,2019,1,"Thu, Oct 24, 2019",,Los Angeles Clippers,
2243,Golden State Warriors,2019,2,"Sun, Oct 27, 2019",@,Oklahoma City Thunder,
2244,Golden State Warriors,2019,3,"Mon, Oct 28, 2019",@,New Orleans Pelicans,
2245,Golden State Warriors,2019,4,"Wed, Oct 30, 2019",,Phoenix Suns,
2246,Golden State Warriors,2019,5,"Fri, Nov 1, 2019",,San Antonio Spurs,
2247,Golden State Warriors,2019,6,"Sat, Nov 2, 2019",,Charlotte Hornets,
2248,Golden State Warriors,2019,7,"Mon, Nov 4, 2019",,Portland Trail Blazers,
2249,Golden State Warriors,2019,8,"Wed, Nov 6, 2019",@,Houston Rockets,
2250,Golden State Warriors,2019,9,"Fri, Nov 8, 2019",@,Minnesota Timberwolves,OT
2251,Golden State Warriors,2019,10,"Sat, Nov 9, 2019",@,Oklahoma City Thunder,
2252,Golden State Warriors,2019,11,"Mon, Nov 11, 2019",,Utah Jazz,
2253,Golden State Warriors,2019,12,"Wed, Nov 13, 2019",@,Los Angeles Lakers,
2254,Golden State Warriors,2019,13,"Fri, Nov 15, 2019",,Boston Celtics,
2255,Golden State Warriors,2019,14,"Sun, Nov 17, 2019",@,New Orleans Pelicans,
2256,Golden State Warriors,2019,15,"Tue, Nov 19, 2019",@,Memphis Grizzlies,
2257,Golden State Warriors,2019,16,"Wed, Nov 20, 2019",@,Dallas Mavericks,
2258,Golden State Warriors,2019,17,"Fri, Nov 22, 2019",@,Utah Jazz,
2259,Golden State Warriors,2019,18,"Mon, Nov 25, 2019",,Oklahoma City Thunder,
2260,Golden State Warriors,2019,19,"Wed, Nov 27, 2019",,Chicago Bulls,
2261,Golden State Warriors,2019,20,"Fri, Nov 29, 2019",@,Miami Heat,
2262,Golden State Warriors,2019,21,"Sun, Dec 1, 2019",@,Orlando Magic,
2263,Golden State Warriors,2019,22,"Mon, Dec 2, 2019",@,Atlanta Hawks,
2264,Golden State Warriors,2019,23,"Wed, Dec 4, 2019",@,Charlotte Hornets,
2265,Golden State Warriors,2019,24,"Fri, Dec 6, 2019",@,Chicago Bulls,
2266,Golden State Warriors,2019,25,"Mon, Dec 9, 2019",,Memphis Grizzlies,
2267,Golden State Warriors,2019,26,"Wed, Dec 11, 2019",,New York Knicks,OT
2268,Golden State Warriors,2019,27,"Fri, Dec 13, 2019",@,Utah Jazz,
2269,Golden State Warriors,2019,28,"Sun, Dec 15, 2019",,Sacramento Kings,
2270,Golden State Warriors,2019,29,"Wed, Dec 18, 2019",@,Portland Trail Blazers,
2271,Golden State Warriors,2019,30,"Fri, Dec 20, 2019",,New Orleans Pelicans,
2272,Golden State Warriors,2019,31,"Mon, Dec 23, 2019",,Minnesota Timberwolves,
2273,Golden State Warriors,2019,32,"Wed, Dec 25, 2019",,Houston Rockets,
2274,Golden State Warriors,2019,33,"Fri, Dec 27, 2019",,Phoenix Suns,
2275,Golden State Warriors,2019,34,"Sat, Dec 28, 2019",,Dallas Mavericks,
2276,Golden State Warriors,2019,35,"Tue, Dec 31, 2019",@,San Antonio Spurs,OT
2277,Golden State Warriors,2019,36,"Thu, Jan 2, 2020",@,Minnesota Timberwolves,
2278,Golden State Warriors,2019,37,"Sat, Jan 4, 2020",,Detroit Pistons,
2279,Golden State Warriors,2019,38,"Mon, Jan 6, 2020",@,Sacramento Kings,
2280,Golden State Warriors,2019,39,"Wed, Jan 8, 2020",,Milwaukee Bucks,
2281,Golden State Warriors,2019,40,"Fri, Jan 10, 2020",@,Los Angeles Clippers,
2282,Golden State Warriors,2019,41,"Sun, Jan 12, 2020",@,Memphis Grizzlies,
2283,Golden State Warriors,2019,42,"Tue, Jan 14, 2020",,Dallas Mavericks,
2284,Golden State Warriors,2019,43,"Thu, Jan 16, 2020",,Denver Nuggets,OT
2285,Golden State Warriors,2019,44,"Sat, Jan 18, 2020",,Orlando Magic,
2286,Golden State Warriors,2019,45,"Mon, Jan 20, 2020",@,Portland Trail Blazers,OT
2287,Golden State Warriors,2019,46,"Wed, Jan 22, 2020",,Utah Jazz,
2288,Golden State Warriors,2019,47,"Fri, Jan 24, 2020",,Indiana Pacers,
2289,Golden State Warriors,2019,48,"Tue, Jan 28, 2020",@,Philadelphia 76ers,
2290,Golden State Warriors,2019,49,"Thu, Jan 30, 2020",@,Boston Celtics,
2291,Golden State Warriors,2019,50,"Sat, Feb 1, 2020",@,Cleveland Cavaliers,
2292,Golden State Warriors,2019,51,"Mon, Feb 3, 2020",@,Washington Wizards,
2293,Golden State Warriors,2019,52,"Wed, Feb 5, 2020",@,Brooklyn Nets,
2294,Golden State Warriors,2019,53,"Sat, Feb 8, 2020",,Los Angeles Lakers,
2295,Golden State Warriors,2019,54,"Mon, Feb 10, 2020",,Miami Heat,
2296,Golden State Warriors,2019,55,"Wed, Feb 12, 2020",@,Phoenix Suns,
2297,Golden State Warriors,2019,56,"Thu, Feb 20, 2020",,Houston Rockets,
2298,Golden State Warriors,2019,57,"Sun, Feb 23, 2020",,New Orleans Pelicans,
2299,Golden State Warriors,2019,58,"Tue, Feb 25, 2020",,Sacramento Kings,
2300,Golden State Warriors,2019,59,"Thu, Feb 27, 2020",,Los Angeles Lakers,
2301,Golden State Warriors,2019,60,"Sat, Feb 29, 2020",@,Phoenix Suns,
2302,Golden State Warriors,2019,61,"Sun, Mar 1, 2020",,Washington Wizards,
2303,Golden State Warriors,2019,62,"Tue, Mar 3, 2020",@,Denver Nuggets,
2304,Golden State Warriors,2019,63,"Thu, Mar 5, 2020",,Toronto Raptors,
2305,Golden State Warriors,2019,64,"Sat, Mar 7, 2020",,Philadelphia 76ers,
2306,Golden State Warriors,2019,65,"Tue, Mar 10, 2020",,Los Angeles Clippers,
2307,Golden State Warriors,2020,1,"Tue, Dec 22, 2020",@,Brooklyn Nets,
2308,Golden State Warriors,2020,2,"Fri, Dec 25, 2020",@,Milwaukee Bucks,
2309,Golden State Warriors,2020,3,"Sun, Dec 27, 2020",@,Chicago Bulls,
2310,Golden State Warriors,2020,4,"Tue, Dec 29, 2020",@,Detroit Pistons,
2311,Golden State Warriors,2020,5,"Fri, Jan 1, 2021",,Portland Trail Blazers,
2312,Golden State Warriors,2020,6,"Sun, Jan 3, 2021",,Portland Trail Blazers,
2313,Golden State Warriors,2020,7,"Mon, Jan 4, 2021",,Sacramento Kings,
2314,Golden State Warriors,2020,8,"Wed, Jan 6, 2021",,Los Angeles Clippers,
2315,Golden State Warriors,2020,9,"Fri, Jan 8, 2021",,Los Angeles Clippers,
2316,Golden State Warriors,2020,10,"Sun, Jan 10, 2021",,Toronto Raptors,
2317,Golden State Warriors,2020,11,"Tue, Jan 12, 2021",,Indiana Pacers,
2318,Golden State Warriors,2020,12,"Thu, Jan 14, 2021",@,Denver Nuggets,
2319,Golden State Warriors,2020,13,"Mon, Jan 18, 2021",@,Los Angeles Lakers,
2320,Golden State Warriors,2020,14,"Wed, Jan 20, 2021",,San Antonio Spurs,
2321,Golden State Warriors,2020,15,"Thu, Jan 21, 2021",,New York Knicks,
2322,Golden State Warriors,2020,16,"Sat, Jan 23, 2021",@,Utah Jazz,
2323,Golden State Warriors,2020,17,"Mon, Jan 25, 2021",,Minnesota Timberwolves,
2324,Golden State Warriors,2020,18,"Wed, Jan 27, 2021",,Minnesota Timberwolves,
2325,Golden State Warriors,2020,19,"Thu, Jan 28, 2021",@,Phoenix Suns,
2326,Golden State Warriors,2020,20,"Sat, Jan 30, 2021",,Detroit Pistons,
2327,Golden State Warriors,2020,21,"Tue, Feb 2, 2021",,Boston Celtics,
2328,Golden State Warriors,2020,22,"Thu, Feb 4, 2021",@,Dallas Mavericks,
2329,Golden State Warriors,2020,23,"Sat, Feb 6, 2021",@,Dallas Mavericks,
2330,Golden State Warriors,2020,24,"Mon, Feb 8, 2021",@,San Antonio Spurs,
2331,Golden State Warriors,2020,25,"Tue, Feb 9, 2021",@,San Antonio Spurs,
2332,Golden State Warriors,2020,26,"Thu, Feb 11, 2021",,Orlando Magic,
2333,Golden State Warriors,2020,27,"Sat, Feb 13, 2021",,Brooklyn Nets,
2334,Golden State Warriors,2020,28,"Mon, Feb 15, 2021",,Cleveland Cavaliers,
2335,Golden State Warriors,2020,29,"Wed, Feb 17, 2021",,Miami Heat,OT
2336,Golden State Warriors,2020,30,"Fri, Feb 19, 2021",@,Orlando Magic,
2337,Golden State Warriors,2020,31,"Sat, Feb 20, 2021",@,Charlotte Hornets,
2338,Golden State Warriors,2020,32,"Tue, Feb 23, 2021",@,New York Knicks,
2339,Golden State Warriors,2020,33,"Wed, Feb 24, 2021",@,Indiana Pacers,
2340,Golden State Warriors,2020,34,"Fri, Feb 26, 2021",,Charlotte Hornets,
2341,Golden State Warriors,2020,35,"Sun, Feb 28, 2021",@,Los Angeles Lakers,
2342,Golden State Warriors,2020,36,"Wed, Mar 3, 2021",@,Portland Trail Blazers,
2343,Golden State Warriors,2020,37,"Thu, Mar 4, 2021",@,Phoenix Suns,
2344,Golden State Warriors,2020,38,"Thu, Mar 11, 2021",@,Los Angeles Clippers,
2345,Golden State Warriors,2020,39,"Sun, Mar 14, 2021",,Utah Jazz,
2346,Golden State Warriors,2020,40,"Mon, Mar 15, 2021",,Los Angeles Lakers,
2347,Golden State Warriors,2020,41,"Wed, Mar 17, 2021",@,Houston Rockets,
2348,Golden State Warriors,2020,42,"Fri, Mar 19, 2021",@,Memphis Grizzlies,
2349,Golden State Warriors,2020,43,"Sat, Mar 20, 2021",@,Memphis Grizzlies,
2350,Golden State Warriors,2020,44,"Tue, Mar 23, 2021",,Philadelphia 76ers,
2351,Golden State Warriors,2020,45,"Thu, Mar 25, 2021",@,Sacramento Kings,
2352,Golden State Warriors,2020,46,"Fri, Mar 26, 2021",,Atlanta Hawks,
2353,Golden State Warriors,2020,47,"Mon, Mar 29, 2021",,Chicago Bulls,
2354,Golden State Warriors,2020,48,"Thu, Apr 1, 2021",@,Miami Heat,
2355,Golden State Warriors,2020,49,"Fri, Apr 2, 2021",@,Toronto Raptors,
2356,Golden State Warriors,2020,50,"Sun, Apr 4, 2021",@,Atlanta Hawks,
2357,Golden State Warriors,2020,51,"Tue, Apr 6, 2021",,Milwaukee Bucks,
2358,Golden State Warriors,2020,52,"Fri, Apr 9, 2021",,Washington Wizards,
2359,Golden State Warriors,2020,53,"Sat, Apr 10, 2021",,Houston Rockets,
2360,Golden State Warriors,2020,54,"Mon, Apr 12, 2021",,Denver Nuggets,
2361,Golden State Warriors,2020,55,"Wed, Apr 14, 2021",@,Oklahoma City Thunder,
2362,Golden State Warriors,2020,56,"Thu, Apr 15, 2021",@,Cleveland Cavaliers,
2363,Golden State Warriors,2020,57,"Sat, Apr 17, 2021",@,Boston Celtics,
2364,Golden State Warriors,2020,58,"Mon, Apr 19, 2021",@,Philadelphia 76ers,
2365,Golden State Warriors,2020,59,"Wed, Apr 21, 2021",@,Washington Wizards,
2366,Golden State Warriors,2020,60,"Fri, Apr 23, 2021",,Denver Nuggets,
2367,Golden State Warriors,2020,61,"Sun, Apr 25, 2021",,Sacramento Kings,
2368,Golden State Warriors,2020,62,"Tue, Apr 27, 2021",,Dallas Mavericks,
2369,Golden State Warriors,2020,63,"Thu, Apr 29, 2021",@,Minnesota Timberwolves,
2370,Golden State Warriors,2020,64,"Sat, May 1, 2021",@,Houston Rockets,
2371,Golden State Warriors,2020,65,"Mon, May 3, 2021",@,New Orleans Pelicans,
2372,Golden State Warriors,2020,66,"Tue, May 4, 2021",@,New Orleans Pelicans,
2373,Golden State Warriors,2020,67,"Thu, May 6, 2021",,Oklahoma City Thunder,
2374,Golden State Warriors,2020,68,"Sat, May 8, 2021",,Oklahoma City Thunder,
2375,Golden State Warriors,2020,69,"Mon, May 10, 2021",,Utah Jazz,
2376,Golden State Warriors,2020,70,"Tue, May 11, 2021",,Phoenix Suns,
2377,Golden State Warriors,2020,71,"Fri, May 14, 2021",,New Orleans Pelicans,
2378,Golden State Warriors,2020,72,"Sun, May 16, 2021",,Memphis Grizzlies,
2379,Golden State Warriors,2020,73,"Wed, May 19, 2021",@,Los Angeles Lakers,
2380,Golden State Warriors,2020,74,"Fri, May 21, 2021",,Memphis Grizzlies,OT
2381,Houston Rockets,2018,1,"Wed, Oct 17, 2018",,New Orleans Pelicans,
2382,Houston Rockets,2018,2,"Sat, Oct 20, 2018",@,Los Angeles Lakers,
2383,Houston Rockets,2018,3,"Sun, Oct 21, 2018",@,Los Angeles Clippers,
2384,Houston Rockets,2018,4,"Wed, Oct 24, 2018",,Utah Jazz,
2385,Houston Rockets,2018,5,"Fri, Oct 26, 2018",,Los Angeles Clippers,
2386,Houston Rockets,2018,6,"Tue, Oct 30, 2018",,Portland Trail Blazers,
2387,Houston Rockets,2018,7,"Fri, Nov 2, 2018",@,Brooklyn Nets,
2388,Houston Rockets,2018,8,"Sat, Nov 3, 2018",@,Chicago Bulls,
2389,Houston Rockets,2018,9,"Mon, Nov 5, 2018",@,Indiana Pacers,
2390,Houston Rockets,2018,10,"Thu, Nov 8, 2018",@,Oklahoma City Thunder,
2391,Houston Rockets,2018,11,"Sat, Nov 10, 2018",@,San Antonio Spurs,
2392,Houston Rockets,2018,12,"Sun, Nov 11, 2018",,Indiana Pacers,
2393,Houston Rockets,2018,13,"Tue, Nov 13, 2018",@,Denver Nuggets,
2394,Houston Rockets,2018,14,"Thu, Nov 15, 2018",,Golden State Warriors,
2395,Houston Rockets,2018,15,"Sat, Nov 17, 2018",,Sacramento Kings,
2396,Houston Rockets,2018,16,"Wed, Nov 21, 2018",,Detroit Pistons,
2397,Houston Rockets,2018,17,"Fri, Nov 23, 2018",@,Detroit Pistons,OT
2398,Houston Rockets,2018,18,"Sat, Nov 24, 2018",@,Cleveland Cavaliers,
2399,Houston Rockets,2018,19,"Mon, Nov 26, 2018",@,Washington Wizards,OT
2400,Houston Rockets,2018,20,"Wed, Nov 28, 2018",,Dallas Mavericks,
2401,Houston Rockets,2018,21,"Fri, Nov 30, 2018",@,San Antonio Spurs,
2402,Houston Rockets,2018,22,"Sat, Dec 1, 2018",,Chicago Bulls,
2403,Houston Rockets,2018,23,"Mon, Dec 3, 2018",@,Minnesota Timberwolves,
2404,Houston Rockets,2018,24,"Thu, Dec 6, 2018",@,Utah Jazz,
2405,Houston Rockets,2018,25,"Sat, Dec 8, 2018",@,Dallas Mavericks,
2406,Houston Rockets,2018,26,"Tue, Dec 11, 2018",,Portland Trail Blazers,
2407,Houston Rockets,2018,27,"Thu, Dec 13, 2018",,Los Angeles Lakers,
2408,Houston Rockets,2018,28,"Sat, Dec 15, 2018",@,Memphis Grizzlies,
2409,Houston Rockets,2018,29,"Mon, Dec 17, 2018",,Utah Jazz,
2410,Houston Rockets,2018,30,"Wed, Dec 19, 2018",,Washington Wizards,
2411,Houston Rockets,2018,31,"Thu, Dec 20, 2018",@,Miami Heat,
2412,Houston Rockets,2018,32,"Sat, Dec 22, 2018",,San Antonio Spurs,
2413,Houston Rockets,2018,33,"Tue, Dec 25, 2018",,Oklahoma City Thunder,
2414,Houston Rockets,2018,34,"Thu, Dec 27, 2018",,Boston Celtics,
2415,Houston Rockets,2018,35,"Sat, Dec 29, 2018",@,New Orleans Pelicans,
2416,Houston Rockets,2018,36,"Mon, Dec 31, 2018",,Memphis Grizzlies,
2417,Houston Rockets,2018,37,"Thu, Jan 3, 2019",@,Golden State Warriors,OT
2418,Houston Rockets,2018,38,"Sat, Jan 5, 2019",@,Portland Trail Blazers,
2419,Houston Rockets,2018,39,"Mon, Jan 7, 2019",,Denver Nuggets,
2420,Houston Rockets,2018,40,"Wed, Jan 9, 2019",,Milwaukee Bucks,
2421,Houston Rockets,2018,41,"Fri, Jan 11, 2019",,Cleveland Cavaliers,
2422,Houston Rockets,2018,42,"Sun, Jan 13, 2019",@,Orlando Magic,
2423,Houston Rockets,2018,43,"Mon, Jan 14, 2019",,Memphis Grizzlies,
2424,Houston Rockets,2018,44,"Wed, Jan 16, 2019",,Brooklyn Nets,OT
2425,Houston Rockets,2018,45,"Sat, Jan 19, 2019",,Los Angeles Lakers,OT
2426,Houston Rockets,2018,46,"Mon, Jan 21, 2019",@,Philadelphia 76ers,
2427,Houston Rockets,2018,47,"Wed, Jan 23, 2019",@,New York Knicks,
2428,Houston Rockets,2018,48,"Fri, Jan 25, 2019",,Toronto Raptors,
2429,Houston Rockets,2018,49,"Sun, Jan 27, 2019",,Orlando Magic,
2430,Houston Rockets,2018,50,"Tue, Jan 29, 2019",,New Orleans Pelicans,
2431,Houston Rockets,2018,51,"Fri, Feb 1, 2019",@,Denver Nuggets,
2432,Houston Rockets,2018,52,"Sat, Feb 2, 2019",@,Utah Jazz,
2433,Houston Rockets,2018,53,"Mon, Feb 4, 2019",@,Phoenix Suns,
2434,Houston Rockets,2018,54,"Wed, Feb 6, 2019",@,Sacramento Kings,
2435,Houston Rockets,2018,55,"Sat, Feb 9, 2019",,Oklahoma City Thunder,
2436,Houston Rockets,2018,56,"Mon, Feb 11, 2019",,Dallas Mavericks,
2437,Houston Rockets,2018,57,"Wed, Feb 13, 2019",@,Minnesota Timberwolves,
2438,Houston Rockets,2018,58,"Thu, Feb 21, 2019",@,Los Angeles Lakers,
2439,Houston Rockets,2018,59,"Sat, Feb 23, 2019",@,Golden State Warriors,
2440,Houston Rockets,2018,60,"Mon, Feb 25, 2019",,Atlanta Hawks,
2441,Houston Rockets,2018,61,"Wed, Feb 27, 2019",@,Charlotte Hornets,
2442,Houston Rockets,2018,62,"Thu, Feb 28, 2019",,Miami Heat,
2443,Houston Rockets,2018,63,"Sun, Mar 3, 2019",@,Boston Celtics,
2444,Houston Rockets,2018,64,"Tue, Mar 5, 2019",@,Toronto Raptors,
2445,Houston Rockets,2018,65,"Fri, Mar 8, 2019",,Philadelphia 76ers,
2446,Houston Rockets,2018,66,"Sun, Mar 10, 2019",@,Dallas Mavericks,
2447,Houston Rockets,2018,67,"Mon, Mar 11, 2019",,Charlotte Hornets,
2448,Houston Rockets,2018,68,"Wed, Mar 13, 2019",,Golden State Warriors,
2449,Houston Rockets,2018,69,"Fri, Mar 15, 2019",,Phoenix Suns,
2450,Houston Rockets,2018,70,"Sun, Mar 17, 2019",,Minnesota Timberwolves,
2451,Houston Rockets,2018,71,"Tue, Mar 19, 2019",@,Atlanta Hawks,
2452,Houston Rockets,2018,72,"Wed, Mar 20, 2019",@,Memphis Grizzlies,OT
2453,Houston Rockets,2018,73,"Fri, Mar 22, 2019",,San Antonio Spurs,
2454,Houston Rockets,2018,74,"Sun, Mar 24, 2019",@,New Orleans Pelicans,
2455,Houston Rockets,2018,75,"Tue, Mar 26, 2019",@,Milwaukee Bucks,
2456,Houston Rockets,2018,76,"Thu, Mar 28, 2019",,Denver Nuggets,
2457,Houston Rockets,2018,77,"Sat, Mar 30, 2019",,Sacramento Kings,
2458,Houston Rockets,2018,78,"Tue, Apr 2, 2019",@,Sacramento Kings,
2459,Houston Rockets,2018,79,"Wed, Apr 3, 2019",@,Los Angeles Clippers,
2460,Houston Rockets,2018,80,"Fri, Apr 5, 2019",,New York Knicks,
2461,Houston Rockets,2018,81,"Sun, Apr 7, 2019",,Phoenix Suns,
2462,Houston Rockets,2018,82,"Tue, Apr 9, 2019",@,Oklahoma City Thunder,
2463,Houston Rockets,2018,83,"Sun, Apr 14, 2019",,Utah Jazz,
2464,Houston Rockets,2018,84,"Wed, Apr 17, 2019",,Utah Jazz,
2465,Houston Rockets,2018,85,"Sat, Apr 20, 2019",@,Utah Jazz,
2466,Houston Rockets,2018,86,"Mon, Apr 22, 2019",@,Utah Jazz,
2467,Houston Rockets,2018,87,"Wed, Apr 24, 2019",,Utah Jazz,
2468,Houston Rockets,2018,88,"Sun, Apr 28, 2019",@,Golden State Warriors,
2469,Houston Rockets,2018,89,"Tue, Apr 30, 2019",@,Golden State Warriors,
2470,Houston Rockets,2018,90,"Sat, May 4, 2019",,Golden State Warriors,OT
2471,Houston Rockets,2018,91,"Mon, May 6, 2019",,Golden State Warriors,
2472,Houston Rockets,2018,92,"Wed, May 8, 2019",@,Golden State Warriors,
2473,Houston Rockets,2018,93,"Fri, May 10, 2019",,Golden State Warriors,
2474,Houston Rockets,2019,1,"Thu, Oct 24, 2019",,Milwaukee Bucks,
2475,Houston Rockets,2019,2,"Sat, Oct 26, 2019",,New Orleans Pelicans,
2476,Houston Rockets,2019,3,"Mon, Oct 28, 2019",,Oklahoma City Thunder,
2477,Houston Rockets,2019,4,"Wed, Oct 30, 2019",@,Washington Wizards,
2478,Houston Rockets,2019,5,"Fri, Nov 1, 2019",@,Brooklyn Nets,
